datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
2016-09-27,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20160927,HumanObservation,0.0,12.0,Buglossidium luteum,127153,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,12.0,Ind
2016-09-27,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20160927,HumanObservation,0.0,12.0,Dicologlossa cuneata,127154,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,108.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Macropodia rostrata,107345,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,22.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Liocarcinus depurator,107387,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Alosa alosa,126413,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Atherina presbyter,272030,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,98.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Trachurus trachurus,126822,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Diplodus vulgaris,127054,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Lithognathus mormyrus,127055,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Dicentrarchus punctatus,126976,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,31.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Callionymus lyra,126792,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,109.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,188.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,44.0,Ind
2016-09-27,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20160927,HumanObservation,4.5,9.4,Solea senegalensis,127159,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,24.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,59.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Galathea squamifera,107154,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Pisidia longicornis,107188,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Macropodia rostrata,107345,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,29.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Liocarcinus depurator,107387,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,14.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Atherina presbyter,272030,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,54.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Chelidonichthys lucerna,127262,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Trachurus trachurus,126822,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Diplodus vulgaris,127054,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,27.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Spondyliosoma cantharus,127066,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Lithognathus mormyrus,127055,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Callionymus lyra,126792,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,21.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,56.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,211.0,Ind
2016-09-27,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20160927,HumanObservation,0.0,10.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,15.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Processa parva,107690,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Pisidia longicornis,107188,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Macropodia rostrata,107345,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,13.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,16.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Pilumnus hirtellus,107418,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,8.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Hemigrapsus takanoi,389288,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Liocarcinus navigator,107392,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Syngnathus acus,127387,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Hippocampus hippocampus,127380,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Diplodus sargus,127053,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Diplodus annularis,127049,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Diplodus vulgaris,127054,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,9.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Spondyliosoma cantharus,127066,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,Ind
2017-10-02,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20171002,HumanObservation,0.0,12.0,Buglossidium luteum,127153,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,8.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,23.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,13.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Alosa alosa,126413,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Syngnathus acus,127387,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Trachurus trachurus,126822,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Spondyliosoma cantharus,127066,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Dicentrarchus labrax,126975,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Dicentrarchus punctatus,126976,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Mugilidae,125546,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,151.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,188.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,22.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Pleuronectes platessa,127143,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,65.0,Ind
2017-10-02,PV_GAL_OLABEAGA,PV_GAL_OLABEAGA_20171002,HumanObservation,4.5,9.4,Solea senegalensis,127159,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,36.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Pisidia longicornis,107188,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Macropodia rostrata,107345,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,16.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Liocarcinus depurator,107387,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Atherina presbyter,272030,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Diplodus sargus,127053,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Diplodus annularis,127049,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,8.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Spondyliosoma cantharus,127066,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Lithognathus mormyrus,127055,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,28.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,50.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Arnoglossus laterna,127126,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,35.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Solea senegalensis,127159,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,9.0,Ind
2017-10-02,PV_GAL_RONTEGI,PV_GAL_RONTEGI_20171002,HumanObservation,0.0,10.0,Buglossidium luteum,127153,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Pisidia longicornis,107188,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Macropodia rostrata,107345,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Macropodia linaresi,107341,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,18.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Liocarcinus navigator,107392,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,12.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Syngnathus acus,127387,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Mullus surmuletus,126986,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,8.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2018-10-01,PV_GAL_LAMIAKO,PV_GAL_LAMIAKO_20181001,HumanObservation,0.0,12.0,Solea senegalensis,127159,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
